node_id,node_coordinate_x,node_coordinate_y,node_coordinate_z,coordination-number
15093,51.0,2.0,87.0,1.0
15096,29.0,4.0,87.0,3.0
15297,12.0,23.0,88.0,3.0
15354,30.0,53.0,88.0,3.0
17328,81.0,99.0,99.0,1.0
303,33.0,5.0,2.0,3.0
574,54.0,21.0,5.0,4.0
1186,7.0,36.0,9.0,4.0
1895,65.0,37.0,12.0,3.0
330,78.0,34.0,2.0,3.0
607,30.0,59.0,5.0,3.0
608,42.0,60.0,5.0,3.0
611,1.0,71.0,5.0,3.0
915,11.0,72.0,7.0,3.0
916,23.0,72.0,7.0,3.0
918,57.0,72.0,7.0,3.0
372,40.0,91.0,2.0,3.0
363,78.0,84.0,2.0,3.0
305,90.0,5.0,2.0,3.0
1372,57.0,6.0,10.0,4.0
956,66.0,7.0,8.0,3.0
307,10.0,8.0,2.0,3.0
297,11.0,3.0,2.0,3.0
296,3.0,1.0,2.0,3.0
181,3.0,19.0,1.0,3.0
561,0.0,7.0,5.0,3.0
565,7.0,20.0,5.0,3.0
193,1.0,25.0,1.0,1.0
582,66.0,22.0,5.0,3.0
683,13.0,37.0,6.0,3.0
1190,39.0,37.0,9.0,3.0
688,6.0,48.0,6.0,3.0
701,40.0,50.0,6.0,3.0
609,54.0,60.0,5.0,3.0
899,90.0,64.0,7.0,3.0
919,69.0,72.0,7.0,3.0
442,39.0,81.0,3.0,3.0
1314,27.0,78.0,9.0,3.0
1115,59.0,83.0,8.0,3.0
356,49.0,81.0,2.0,3.0
1591,49.0,96.0,10.0,3.0
1800,85.0,96.0,11.0,3.0
295,60.0,98.0,1.0,1.0
1332,69.0,84.0,9.0,4.0
1345,60.0,96.0,9.0,4.0
2205,7.0,95.0,13.0,4.0
449,18.0,88.0,3.0,3.0
369,30.0,88.0,2.0,3.0
2007,24.0,97.0,12.0,3.0
302,21.0,5.0,2.0,3.0
778,12.0,3.0,7.0,3.0
2236,96.0,6.0,14.0,3.0
398,23.0,20.0,3.0,3.0
1140,21.0,4.0,9.0,3.0
476,34.0,20.0,4.0,3.0
1143,33.0,5.0,9.0,3.0
469,44.0,7.0,4.0,3.0
583,89.0,22.0,5.0,3.0
318,13.0,20.0,2.0,3.0
321,14.0,21.0,2.0,3.0
655,8.0,19.0,6.0,3.0
805,8.0,31.0,7.0,3.0
501,75.0,24.0,4.0,3.0
1896,81.0,37.0,12.0,3.0
813,26.0,36.0,7.0,3.0
1093,34.0,72.0,8.0,4.0
1108,91.0,75.0,8.0,3.0
1113,49.0,80.0,8.0,3.0
750,80.0,72.0,6.0,3.0
1333,80.0,84.0,9.0,4.0
923,7.0,76.0,7.0,3.0
1802,11.0,97.0,11.0,3.0
1338,7.0,87.0,9.0,4.0
1799,39.0,96.0,11.0,3.0
1341,39.0,88.0,9.0,3.0
568,20.0,20.0,5.0,3.0
493,31.0,23.0,4.0,3.0
1114,38.0,82.0,8.0,3.0
1334,90.0,84.0,9.0,3.0
1300,18.0,75.0,9.0,3.0
1339,18.0,88.0,9.0,3.0
477,45.0,20.0,4.0,4.0
955,44.0,7.0,8.0,3.0
486,43.0,22.0,4.0,3.0
577,53.0,22.0,5.0,5.0
570,44.0,20.0,5.0,3.0
1400,42.0,31.0,10.0,3.0
569,33.0,20.0,5.0,4.0
1651,30.0,30.0,11.0,3.0
585,67.0,23.0,5.0,4.0
587,76.0,23.0,5.0,3.0
641,2.0,2.0,6.0,3.0
576,18.0,22.0,5.0,3.0
1846,20.0,15.0,12.0,3.0
1847,32.0,16.0,12.0,3.0
1387,43.0,14.0,10.0,3.0
663,65.0,22.0,6.0,3.0
2075,54.0,18.0,13.0,3.0
1170,18.0,26.0,9.0,3.0
1650,53.0,28.0,11.0,3.0
2120,91.0,35.0,13.0,3.0
2413,88.0,21.0,15.0,3.0
1653,66.0,32.0,11.0,3.0
1378,77.0,6.0,10.0,3.0
1856,77.0,22.0,12.0,3.0
1053,31.0,62.0,8.0,3.0
1220,41.0,52.0,9.0,3.0
885,42.0,62.0,7.0,3.0
1059,54.0,63.0,8.0,3.0
1845,8.0,14.0,12.0,4.0
1854,65.0,20.0,12.0,3.0
1420,18.0,38.0,10.0,3.0
828,7.0,49.0,7.0,3.0
834,32.0,51.0,7.0,4.0
1007,42.0,51.0,8.0,4.0
1055,2.0,63.0,8.0,3.0
907,80.0,67.0,7.0,3.0
1725,81.0,77.0,11.0,3.0
949,9.0,5.0,8.0,3.0
1608,18.0,4.0,11.0,3.0
982,8.0,35.0,8.0,3.0
1395,7.0,25.0,10.0,3.0
829,18.0,49.0,7.0,3.0
1041,7.0,55.0,8.0,3.0
845,21.0,52.0,7.0,3.0
855,55.0,53.0,7.0,3.0
1216,54.0,49.0,9.0,3.0
858,19.0,54.0,7.0,3.0
1219,71.0,51.0,9.0,4.0
1225,60.0,53.0,9.0,3.0
2484,21.0,56.0,15.0,3.0
1244,44.0,64.0,9.0,3.0
1040,92.0,54.0,8.0,3.0
1465,89.0,68.0,10.0,3.0
1713,88.0,67.0,11.0,3.0
1060,11.0,64.0,8.0,4.0
1293,22.0,74.0,9.0,3.0
1270,57.0,67.0,9.0,3.0
1295,57.0,74.0,9.0,3.0
1079,69.0,68.0,8.0,3.0
1306,4.0,76.0,9.0,3.0
1095,11.0,73.0,8.0,4.0
1548,97.0,85.0,10.0,3.0
2220,95.0,97.0,13.0,3.0
954,9.0,7.0,8.0,3.0
1352,6.0,2.0,10.0,3.0
1841,9.0,13.0,12.0,3.0
1639,43.0,13.0,11.0,3.0
1146,44.0,6.0,9.0,3.0
1224,48.0,53.0,9.0,3.0
1441,43.0,49.0,10.0,3.0
1222,86.0,52.0,9.0,3.0
1226,96.0,53.0,9.0,3.0
2328,8.0,54.0,14.0,3.0
1065,23.0,65.0,8.0,3.0
1456,33.0,64.0,10.0,3.0
2491,1.0,62.0,15.0,3.0
1239,21.0,63.0,9.0,3.0
1256,66.0,65.0,9.0,3.0
1248,34.0,65.0,9.0,3.0
3027,10.0,74.0,18.0,3.0
1283,90.0,69.0,9.0,3.0
1529,49.0,84.0,10.0,3.0
1486,38.0,76.0,10.0,3.0
1537,39.0,85.0,10.0,3.0
1331,59.0,84.0,9.0,3.0
1613,19.0,5.0,11.0,3.0
1369,32.0,6.0,10.0,3.0
1606,40.0,3.0,11.0,3.0
1187,21.0,36.0,9.0,3.0
2104,18.0,25.0,13.0,3.0
1201,6.0,44.0,9.0,3.0
1659,19.0,37.0,11.0,3.0
1665,32.0,38.0,11.0,3.0
2321,6.0,47.0,14.0,3.0
2940,53.0,49.0,18.0,3.0
2153,74.0,39.0,13.0,3.0
1221,72.0,52.0,9.0,3.0
2641,35.0,56.0,16.0,3.0
1235,79.0,55.0,9.0,3.0
2636,71.0,53.0,16.0,3.0
1670,87.0,39.0,11.0,3.0
2644,47.0,57.0,16.0,3.0
2645,59.0,57.0,16.0,3.0
2640,95.0,55.0,16.0,3.0
1697,83.0,53.0,11.0,3.0
1257,77.0,65.0,9.0,3.0
1259,46.0,66.0,9.0,3.0
1927,75.0,66.0,12.0,3.0
1474,46.0,74.0,10.0,3.0
1458,55.0,65.0,10.0,3.0
1459,64.0,66.0,10.0,3.0
1929,98.0,69.0,12.0,3.0
1312,26.0,77.0,9.0,4.0
1729,59.0,78.0,11.0,3.0
1307,15.0,76.0,9.0,3.0
1717,20.0,74.0,11.0,3.0
1475,2.0,75.0,10.0,3.0
1938,30.0,75.0,12.0,3.0
1526,27.0,84.0,10.0,3.0
1497,70.0,78.0,10.0,3.0
2202,74.0,88.0,13.0,3.0
1493,90.0,77.0,10.0,4.0
1562,91.0,86.0,10.0,3.0
1741,6.0,85.0,11.0,3.0
1525,15.0,84.0,10.0,3.0
1556,38.0,86.0,10.0,3.0
1986,40.0,95.0,12.0,3.0
1769,61.0,87.0,11.0,3.0
2876,5.0,5.0,18.0,3.0
1820,28.0,2.0,12.0,3.0
1843,32.0,13.0,12.0,4.0
1823,50.0,5.0,12.0,3.0
1626,63.0,7.0,11.0,3.0
2255,56.0,13.0,14.0,3.0
1832,75.0,8.0,12.0,3.0
1857,7.0,24.0,12.0,3.0
1412,41.0,36.0,10.0,3.0
2445,41.0,27.0,15.0,3.0
1666,42.0,38.0,11.0,3.0
1689,18.0,46.0,11.0,3.0
1901,41.0,39.0,12.0,3.0
3121,42.0,49.0,19.0,3.0
2664,54.0,65.0,16.0,3.0
2824,65.0,64.0,17.0,3.0
1491,49.0,77.0,10.0,3.0
2181,40.0,75.0,13.0,3.0
2184,51.0,77.0,13.0,3.0
1754,18.0,86.0,11.0,4.0
1758,28.0,86.0,11.0,3.0
1759,51.0,86.0,11.0,4.0
1957,41.0,85.0,12.0,3.0
2354,98.0,78.0,14.0,4.0
2198,30.0,86.0,13.0,3.0
1968,86.0,88.0,12.0,3.0
1775,93.0,87.0,11.0,3.0
1967,73.0,88.0,12.0,3.0
2376,66.0,98.0,14.0,3.0
3642,37.0,4.0,22.0,3.0
1621,87.0,6.0,11.0,4.0
3417,15.0,4.0,21.0,3.0
1837,19.0,12.0,12.0,3.0
1828,87.0,7.0,12.0,3.0
2238,62.0,10.0,14.0,3.0
1844,43.0,13.0,12.0,3.0
2284,53.0,24.0,14.0,3.0
1662,53.0,37.0,11.0,5.0
2105,29.0,26.0,13.0,3.0
2114,30.0,32.0,13.0,3.0
1884,66.0,36.0,12.0,4.0
2916,18.0,34.0,18.0,3.0
1692,32.0,48.0,11.0,3.0
1875,30.0,33.0,12.0,3.0
2125,51.0,37.0,13.0,3.0
2134,82.0,37.0,13.0,3.0
2626,18.0,49.0,16.0,3.0
2628,31.0,49.0,16.0,3.0
2638,83.0,54.0,16.0,3.0
3003,87.0,65.0,18.0,3.0
3022,19.0,73.0,18.0,3.0
2352,87.0,77.0,14.0,3.0
1735,79.0,79.0,11.0,3.0
2351,59.0,77.0,14.0,3.0
2353,75.0,78.0,14.0,3.0
3391,19.0,84.0,20.0,4.0
1961,29.0,87.0,12.0,3.0
1768,51.0,87.0,11.0,4.0
1796,50.0,95.0,11.0,3.0
3594,53.0,84.0,21.0,3.0
1964,63.0,87.0,12.0,3.0
2204,95.0,89.0,13.0,3.0
2203,86.0,89.0,13.0,4.0
2011,85.0,97.0,12.0,3.0
1983,7.0,95.0,12.0,4.0
1988,18.0,96.0,12.0,3.0
3419,26.0,4.0,21.0,3.0
2234,95.0,5.0,14.0,3.0
2237,85.0,8.0,14.0,3.0
2393,73.0,11.0,15.0,4.0
2242,13.0,12.0,14.0,3.0
2249,3.0,13.0,14.0,3.0
2264,8.0,21.0,14.0,3.0
2041,20.0,13.0,13.0,3.0
2047,33.0,13.0,13.0,4.0
2285,65.0,24.0,14.0,4.0
2260,77.0,15.0,14.0,3.0
2286,77.0,24.0,14.0,3.0
2271,9.0,22.0,14.0,4.0
2913,5.0,31.0,18.0,4.0
2146,64.0,38.0,13.0,3.0
2121,80.0,36.0,13.0,3.0
3102,39.0,43.0,19.0,3.0
2191,97.0,77.0,13.0,3.0
3172,97.0,66.0,19.0,3.0
3023,30.0,73.0,18.0,4.0
3588,41.0,83.0,21.0,3.0
3400,65.0,88.0,20.0,3.0
2213,42.0,96.0,13.0,3.0
2370,20.0,96.0,14.0,3.0
2206,29.0,95.0,13.0,3.0
2527,80.0,98.0,15.0,3.0
2395,23.0,12.0,15.0,3.0
2554,35.0,13.0,16.0,3.0
2258,55.0,14.0,14.0,3.0
2272,19.0,22.0,14.0,3.0
2265,20.0,21.0,14.0,4.0
2415,32.0,22.0,15.0,4.0
3095,29.0,34.0,19.0,3.0
2122,92.0,36.0,13.0,3.0
2318,75.0,40.0,14.0,3.0
2150,89.0,38.0,13.0,3.0
2310,96.0,37.0,14.0,3.0
2311,51.0,38.0,14.0,4.0
4185,81.0,33.0,25.0,4.0
2307,62.0,37.0,14.0,3.0
3303,63.0,47.0,20.0,3.0
3304,88.0,47.0,20.0,3.0
2308,71.0,37.0,14.0,3.0
3375,40.0,75.0,20.0,3.0
3376,53.0,76.0,20.0,3.0
3390,30.0,83.0,20.0,3.0
3397,75.0,86.0,20.0,3.0
2368,31.0,95.0,14.0,3.0
3830,43.0,92.0,22.0,3.0
2373,96.0,96.0,14.0,3.0
2697,92.0,98.0,16.0,3.0
2021,95.0,4.0,13.0,1.0
2535,83.0,6.0,16.0,3.0
2553,84.0,12.0,16.0,3.0
2259,66.0,15.0,14.0,3.0
2392,62.0,10.0,15.0,4.0
2890,12.0,12.0,18.0,3.0
2712,1.0,12.0,17.0,3.0
2542,49.0,11.0,16.0,3.0
2400,73.0,12.0,15.0,3.0
3262,8.0,20.0,20.0,3.0
2293,17.0,26.0,14.0,3.0
3446,21.0,19.0,21.0,3.0
2416,45.0,22.0,15.0,3.0
2577,55.0,23.0,16.0,3.0
2906,56.0,24.0,18.0,4.0
2442,79.0,25.0,15.0,3.0
2733,69.0,24.0,17.0,4.0
3094,17.0,33.0,19.0,3.0
4070,68.0,33.0,24.0,3.0
2456,97.0,38.0,15.0,3.0
3117,52.0,48.0,19.0,3.0
3112,75.0,47.0,19.0,3.0
2773,10.0,51.0,17.0,3.0
2660,11.0,63.0,16.0,4.0
3570,54.0,81.0,21.0,3.0
3377,87.0,76.0,20.0,4.0
3380,75.0,77.0,20.0,3.0
3393,98.0,84.0,20.0,3.0
3829,33.0,92.0,22.0,3.0
2521,96.0,91.0,15.0,3.0
3650,61.0,5.0,22.0,3.0
2555,58.0,13.0,16.0,3.0
3651,73.0,5.0,22.0,3.0
3069,23.0,11.0,19.0,3.0
2719,69.0,14.0,17.0,3.0
2591,88.0,24.0,16.0,3.0
2443,41.0,26.0,15.0,3.0
2575,44.0,22.0,16.0,3.0
3462,41.0,32.0,21.0,3.0
3503,97.0,47.0,21.0,3.0
2811,21.0,62.0,17.0,5.0
2623,2.0,49.0,16.0,3.0
2997,2.0,64.0,18.0,3.0
3404,94.0,89.0,20.0,3.0
3869,83.0,6.0,23.0,3.0
2549,47.0,12.0,16.0,3.0
2704,48.0,8.0,17.0,3.0
3878,45.0,15.0,23.0,3.0
2565,89.0,17.0,16.0,3.0
2899,81.0,15.0,18.0,3.0
3657,35.0,13.0,22.0,3.0
2905,56.0,23.0,18.0,4.0
2602,93.0,27.0,16.0,3.0
2909,82.0,25.0,18.0,3.0
2932,12.0,48.0,18.0,3.0
2942,21.0,50.0,18.0,4.0
2944,33.0,51.0,18.0,3.0
2971,72.0,61.0,18.0,3.0
3138,83.0,61.0,19.0,3.0
3165,94.0,63.0,19.0,3.0
2945,34.0,51.0,18.0,4.0
2810,34.0,61.0,17.0,3.0
2801,47.0,59.0,17.0,3.0
2946,46.0,51.0,18.0,3.0
2808,59.0,60.0,17.0,3.0
2821,11.0,64.0,17.0,4.0
3548,53.0,75.0,21.0,3.0
2911,95.0,26.0,18.0,3.0
2884,94.0,9.0,18.0,3.0
2726,90.0,16.0,17.0,3.0
4283,91.0,17.0,26.0,3.0
2907,69.0,24.0,18.0,3.0
2992,42.0,63.0,18.0,3.0
3144,53.0,62.0,19.0,3.0
2979,54.0,62.0,18.0,3.0
2817,31.0,63.0,17.0,3.0
3158,41.0,63.0,19.0,3.0
2999,30.0,64.0,18.0,3.0
2822,12.0,64.0,17.0,4.0
3337,18.0,63.0,20.0,3.0
3025,63.0,73.0,18.0,3.0
3057,2.0,6.0,19.0,3.0
3643,10.0,5.0,22.0,3.0
3655,94.0,6.0,22.0,3.0
3666,12.0,18.0,22.0,3.0
4164,79.0,17.0,25.0,4.0
3663,56.0,17.0,22.0,3.0
3699,56.0,30.0,22.0,3.0
4177,69.0,31.0,25.0,3.0
3892,67.0,18.0,23.0,3.0
3088,82.0,25.0,19.0,3.0
3090,95.0,26.0,19.0,4.0
3093,5.0,32.0,19.0,3.0
3707,24.0,34.0,22.0,3.0
2941,11.0,50.0,18.0,3.0
3127,54.0,50.0,19.0,3.0
4204,8.0,54.0,25.0,3.0
3110,25.0,47.0,19.0,3.0
4344,20.0,55.0,26.0,4.0
4341,30.0,54.0,26.0,3.0
3325,43.0,50.0,20.0,3.0
2994,66.0,63.0,18.0,3.0
2996,74.0,63.0,18.0,3.0
3159,64.0,63.0,19.0,3.0
3167,75.0,64.0,19.0,3.0
3017,1.0,71.0,18.0,3.0
3336,6.0,63.0,20.0,3.0
3531,28.0,69.0,21.0,3.0
3545,86.0,74.0,21.0,3.0
3181,21.0,71.0,19.0,3.0
3371,17.0,74.0,20.0,3.0
3198,30.0,74.0,19.0,3.0
3200,8.0,75.0,19.0,3.0
3188,12.0,72.0,19.0,3.0
3235,1.0,5.0,20.0,1.0
3667,23.0,18.0,22.0,4.0
4287,80.0,19.0,26.0,3.0
4180,81.0,32.0,25.0,4.0
4473,93.0,34.0,27.0,5.0
3459,2.0,32.0,21.0,3.0
3461,11.0,32.0,21.0,3.0
3476,25.0,35.0,21.0,3.0
3930,36.0,36.0,23.0,3.0
3327,82.0,50.0,20.0,3.0
3511,70.0,49.0,21.0,3.0
3306,49.0,48.0,20.0,3.0
3301,38.0,47.0,20.0,4.0
3128,58.0,50.0,19.0,3.0
3168,87.0,64.0,19.0,3.0
4217,53.0,61.0,25.0,3.0
3959,40.0,65.0,23.0,3.0
3737,64.0,63.0,22.0,3.0
3346,97.0,65.0,20.0,3.0
3524,77.0,62.0,21.0,3.0
3529,89.0,63.0,21.0,3.0
3374,97.0,74.0,20.0,3.0
3354,28.0,70.0,20.0,3.0
3539,16.0,73.0,21.0,3.0
3576,29.0,82.0,21.0,3.0
3388,8.0,82.0,20.0,3.0
3538,4.0,73.0,21.0,3.0
3682,2.0,20.0,22.0,3.0
3884,11.0,18.0,23.0,3.0
4497,35.0,46.0,27.0,3.0
3323,69.0,49.0,20.0,3.0
3505,60.0,48.0,21.0,3.0
3328,94.0,50.0,20.0,3.0
4495,48.0,45.0,27.0,3.0
3727,83.0,49.0,22.0,3.0
4222,7.0,63.0,25.0,3.0
3536,39.0,72.0,21.0,3.0
3775,40.0,82.0,22.0,3.0
3550,87.0,75.0,21.0,3.0
3800,87.0,85.0,22.0,3.0
3756,76.0,75.0,22.0,4.0
3396,76.0,85.0,20.0,4.0
3592,6.0,84.0,21.0,3.0
3574,17.0,82.0,21.0,3.0
3593,20.0,84.0,21.0,3.0
3759,97.0,75.0,22.0,3.0
4002,95.0,88.0,23.0,3.0
3822,83.0,89.0,22.0,4.0
3413,66.0,95.0,20.0,3.0
3611,66.0,87.0,21.0,3.0
3634,94.0,95.0,21.0,3.0
5000,68.0,95.0,29.0,3.0
3420,11.0,5.0,21.0,3.0
3421,24.0,5.0,21.0,3.0
4133,33.0,6.0,25.0,4.0
3849,20.0,5.0,23.0,3.0
3670,13.0,19.0,22.0,3.0
3885,22.0,18.0,23.0,4.0
3715,0.0,41.0,22.0,3.0
4297,1.0,28.0,26.0,3.0
3466,13.0,34.0,21.0,3.0
4182,48.0,33.0,25.0,3.0
4072,37.0,35.0,24.0,3.0
4074,11.0,37.0,24.0,3.0
3717,24.0,44.0,22.0,3.0
3931,94.0,37.0,23.0,3.0
3728,96.0,49.0,22.0,3.0
4332,58.0,49.0,26.0,3.0
3943,71.0,48.0,23.0,3.0
4220,77.0,62.0,25.0,3.0
4221,88.0,62.0,25.0,3.0
4552,28.0,67.0,27.0,4.0
4785,2.0,74.0,28.0,4.0
3764,55.0,79.0,22.0,3.0
3787,54.0,83.0,22.0,3.0
3781,13.0,83.0,22.0,3.0
3596,5.0,85.0,21.0,4.0
3980,25.0,83.0,23.0,3.0
3826,20.0,91.0,22.0,3.0
3617,6.0,89.0,21.0,3.0
3976,65.0,77.0,23.0,4.0
3994,70.0,86.0,23.0,3.0
4403,6.0,94.0,26.0,3.0
4141,69.0,7.0,25.0,3.0
4019,98.0,5.0,24.0,1.0
4021,34.0,6.0,24.0,3.0
4035,35.0,16.0,24.0,3.0
4038,57.0,16.0,24.0,3.0
3678,24.0,19.0,22.0,3.0
4052,12.0,24.0,24.0,3.0
3891,32.0,18.0,23.0,3.0
4298,24.0,30.0,26.0,4.0
4295,1.0,27.0,26.0,3.0
4063,49.0,33.0,24.0,3.0
4064,59.0,33.0,24.0,4.0
4300,24.0,31.0,26.0,4.0
4492,1.0,44.0,27.0,3.0
4493,24.0,44.0,27.0,3.0
4086,83.0,49.0,24.0,3.0
4333,95.0,50.0,26.0,3.0
4556,63.0,68.0,27.0,3.0
4113,72.0,76.0,24.0,3.0
4109,82.0,74.0,24.0,3.0
3971,94.0,74.0,23.0,3.0
3983,35.0,84.0,23.0,3.0
5264,13.0,83.0,31.0,5.0
3990,57.0,86.0,23.0,3.0
4001,84.0,88.0,23.0,3.0
3818,94.0,87.0,22.0,3.0
4586,21.0,94.0,27.0,3.0
3988,34.0,85.0,23.0,4.0
5005,33.0,96.0,29.0,3.0
3989,44.0,85.0,23.0,3.0
4997,43.0,95.0,29.0,3.0
3842,49.0,4.0,23.0,4.0
4022,57.0,6.0,24.0,3.0
4257,91.0,7.0,26.0,4.0
4142,81.0,7.0,25.0,3.0
4134,45.0,6.0,25.0,4.0
4162,45.0,17.0,25.0,3.0
4602,9.0,15.0,28.0,3.0
4604,20.0,16.0,28.0,3.0
4150,34.0,16.0,25.0,3.0
4163,67.0,17.0,25.0,3.0
4479,93.0,35.0,27.0,4.0
4717,69.0,53.0,28.0,3.0
4104,40.0,67.0,24.0,3.0
4345,42.0,55.0,26.0,3.0
4571,94.0,74.0,27.0,3.0
4387,62.0,74.0,26.0,3.0
4121,46.0,85.0,24.0,3.0
4971,59.0,89.0,29.0,3.0
4972,71.0,89.0,29.0,3.0
4975,84.0,92.0,29.0,3.0
5446,94.0,93.0,32.0,3.0
4048,42.0,18.0,24.0,3.0
4149,56.0,15.0,25.0,3.0
5187,12.0,29.0,31.0,4.0
4183,60.0,33.0,25.0,3.0
4178,61.0,32.0,25.0,3.0
4179,69.0,32.0,25.0,4.0
4314,37.0,34.0,26.0,3.0
4192,11.0,40.0,25.0,3.0
5191,12.0,30.0,31.0,4.0
4516,83.0,53.0,27.0,3.0
4555,40.0,68.0,27.0,3.0
4388,82.0,74.0,26.0,3.0
4393,69.0,78.0,26.0,3.0
4969,47.0,85.0,29.0,3.0
5796,31.0,7.0,35.0,3.0
5991,46.0,7.0,36.0,3.0
4280,46.0,17.0,26.0,3.0
4416,56.0,9.0,27.0,3.0
5484,31.0,19.0,33.0,3.0
4167,43.0,19.0,25.0,3.0
4277,68.0,16.0,26.0,3.0
4610,63.0,19.0,28.0,3.0
4260,80.0,8.0,26.0,3.0
4286,79.0,18.0,26.0,4.0
4291,42.0,23.0,26.0,3.0
5494,61.0,28.0,33.0,3.0
4305,80.0,32.0,26.0,5.0
4476,83.0,35.0,27.0,3.0
4324,11.0,41.0,26.0,3.0
4346,53.0,55.0,26.0,3.0
4765,53.0,68.0,28.0,3.0
4941,77.0,67.0,29.0,3.0
5082,86.0,66.0,30.0,3.0
4343,7.0,55.0,26.0,3.0
4377,7.0,64.0,26.0,3.0
5156,88.0,2.0,31.0,3.0
4417,68.0,9.0,27.0,3.0
5485,46.0,19.0,33.0,3.0
4601,91.0,9.0,28.0,3.0
4440,91.0,18.0,27.0,3.0
4836,73.0,19.0,29.0,3.0
4463,47.0,31.0,27.0,3.0
5639,3.0,18.0,34.0,3.0
5039,1.0,31.0,30.0,3.0
5348,23.0,30.0,32.0,3.0
4657,23.0,41.0,28.0,3.0
4315,71.0,34.0,26.0,4.0
4629,37.0,32.0,28.0,3.0
4658,71.0,41.0,28.0,3.0
4489,12.0,42.0,27.0,3.0
4880,59.0,42.0,29.0,4.0
4506,59.0,52.0,27.0,3.0
4729,94.0,54.0,28.0,3.0
4523,29.0,55.0,27.0,3.0
4374,19.0,63.0,26.0,3.0
4519,20.0,54.0,27.0,3.0
4524,42.0,55.0,27.0,4.0
4721,53.0,54.0,28.0,3.0
4541,19.0,64.0,27.0,3.0
4783,3.0,73.0,28.0,4.0
4392,59.0,77.0,26.0,3.0
4558,62.0,69.0,27.0,3.0
5247,80.0,68.0,31.0,4.0
5752,83.0,80.0,34.0,3.0
4978,4.0,94.0,29.0,3.0
5003,12.0,96.0,29.0,3.0
5992,56.0,7.0,36.0,3.0
4619,95.0,20.0,28.0,3.0
4839,84.0,21.0,29.0,3.0
4630,47.0,32.0,28.0,3.0
4634,93.0,33.0,28.0,3.0
5057,82.0,41.0,30.0,3.0
5221,92.0,42.0,31.0,3.0
4699,12.0,51.0,28.0,3.0
4866,3.0,41.0,29.0,3.0
4889,1.0,51.0,29.0,3.0
4877,24.0,42.0,29.0,3.0
4879,47.0,42.0,29.0,3.0
4873,35.0,41.0,29.0,4.0
4703,35.0,52.0,28.0,3.0
4732,65.0,55.0,28.0,3.0
4739,88.0,56.0,28.0,3.0
4890,13.0,51.0,29.0,4.0
4893,23.0,52.0,29.0,4.0
4749,29.0,65.0,28.0,3.0
4895,36.0,53.0,29.0,3.0
4770,15.0,69.0,28.0,3.0
4753,28.0,66.0,28.0,3.0
5553,25.0,75.0,33.0,3.0
4763,38.0,68.0,28.0,3.0
5725,94.0,78.0,34.0,3.0
5249,95.0,69.0,31.0,3.0
5004,23.0,96.0,29.0,3.0
6219,91.0,9.0,37.0,3.0
5017,10.0,9.0,30.0,4.0
